dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
18432,7301349,6930211,6911182,7303009,6930219,6911186,7303942,6930223,6911189,7305196,6930219,6911180,7302593,6930232,6911184
19456,7376883,7034389,7016662,7374404,7034397,7016663,7377279,7034395,7016665,7374856,7034388,7016652,7374784,7034386,7016642
20480,7446448,7138556,7122134,7447561,7138558,7122136,7446735,7138569,7122144,7445771,7138575,7122130,7446888,7138563,7122136
21504,7519245,7242730,7227628,7519070,7242744,7227628,7519776,7242738,7227619,7519827,7242745,7227638,7518087,7242753,7227615
22528,7591763,7346926,7333114,7588055,7346930,7333120,7591389,7346931,7333122,7590415,7346934,7333132,7590437,7346939,7333121
23552,7662909,7451103,7438596,7660407,7451104,7438605,7662247,7451111,7438594,7662644,7451118,7438594,7662089,7451113,7438602
24576,7733820,7555284,7544047,7734206,7555283,7544060,7733740,7555292,7544060,7734436,7555296,7544044,7734898,7555285,7544060
25600,7804682,7659457,7649531,7806469,7659467,7649530,7804152,7659471,7649529,7805432,7659465,7649526,7806681,7659476,7649526
26624,7877740,7763634,7755008,7877700,7763631,7755011,7876113,7763630,7755013,7877092,7763635,7755013,7877987,7763635,7755011
27648,7948782,7867814,7860494,7950134,7867805,7860498,7948716,7867809,7860497,7950240,7867819,7860492,7948697,7867814,7860494
28672,8021001,7971979,7965974,8022523,7971979,7965976,8022654,7971992,7965982,8019786,7971996,7965984,8020226,7971997,7965967
29696,8091594,8076145,8071450,8091782,8076154,8071443,8093227,8076139,8071437,8092116,8076154,8071438,8091280,8076146,8071440
30720,8164622,8180319,8176905,8165745,8180306,8176909,8163009,8180312,8176913,8162769,8180325,8176901,8165099,8180306,8176894
31744,8237108,8284515,8282411,8237550,8284530,8282425,8235188,8284524,8282424,8237280,8284525,8282409,8236043,8284514,8282419
32768,8307733,8388676,8387877,8306257,8388672,8387878,8307594,8388672,8387877,8310182,8388676,8387870,8308289,8388672,8387865
33792,8380135,8492865,8493364,8379104,8492864,8493362,8380179,8492866,8493360,8379372,8492851,8493359,8379576,8492864,8493362
34816,8451323,8597011,8598816,8451429,8597015,8598827,8450639,8597021,8598808,8450830,8597013,8598824,8451696,8597014,8598819
35840,8523821,8701163,8704261,8522630,8701159,8704280,8524916,8701173,8704281,8523290,8701167,8704278,8523542,8701164,8704274
36864,8593589,8805329,8809753,8595574,8805338,8809752,8594469,8805340,8809750,8594584,8805332,8809744,8593053,8805326,8809751
37888,8665367,8909484,8915223,8665619,8909499,8915214,8665535,8909496,8915221,8667445,8909509,8915228,8666669,8909491,8915211
38912,8738569,9013685,9020718,8737456,9013679,9020722,8738910,9013690,9020721,8737500,9013683,9020729,8737414,9013676,9020722
39936,8807710,9117840,9126205,8809411,9117849,9126204,8809708,9117848,9126200,8809098,9117849,9126195,8810937,9117847,9126201
40960,8882685,9222005,9231686,8881678,9222024,9231694,8882753,9222016,9231696,8881448,9222013,9231700,8880972,9222017,9231691
41984,8952353,9326173,9337186,8954058,9326177,9337182,8954371,9326177,9337180,8953509,9326179,9337186,8954801,9326170,9337185
43008,9026127,9430330,9442690,9022817,9430329,9442692,9025016,9430335,9442691,9024802,9430337,9442697,9024989,9430335,9442685
44032,9097051,9534518,9548220,9097788,9534529,9548228,9096821,9534515,9548207,9097007,9534524,9548210,9096573,9534517,9548213
45056,9169166,9638685,9653712,9169527,9638684,9653732,9169882,9638683,9653731,9168250,9638680,9653719,9168953,9638688,9653739
46080,9239977,9742869,9759244,9241143,9742862,9759254,9240129,9742872,9759258,9240371,9742875,9759265,9239750,9742877,9759255
47104,9312560,9847039,9864723,9312397,9847042,9864724,9313108,9847043,9864731,9313259,9847049,9864730,9313408,9847048,9864723
48128,9383827,9951228,9970261,9382231,9951232,9970259,9384051,9951227,9970256,9384053,9951236,9970253,9382213,9951225,9970243
49152,9457021,10055402,10075791,9454022,10055409,10075788,9456594,10055400,10075786,9455020,10055403,10075783,9455222,10055399,10075783
50176,9526993,10159576,10181304,9527192,10159555,10181306,9528608,10159556,10181310,9526367,10159566,10181297,9527525,10159554,10181313
51200,9598970,10263730,10286833,9598919,10263715,10286832,9599183,10263723,10286846,9599459,10263726,10286847,9600223,10263730,10286852
52224,9673099,10367936,10392424,9670758,10367931,10392425,9672370,10367922,10392431,9671539,10367929,10392436,9671236,10367931,10392425
53248,9743826,10472077,10497954,9742678,10472089,10497959,9744113,10472073,10497964,9740510,10472083,10497965,9743369,10472083,10497955
54272,9812153,10576236,10603510,9814816,10576248,10603523,9813911,10576238,10603522,9814901,10576241,10603520,9814673,10576242,10603530
55296,9885305,10680411,10709087,9886773,10680403,10709093,9884692,10680401,10709073,9886413,10680412,10709083,9885768,10680401,10709076
56320,9956113,10784560,10814655,9958185,10784562,10814659,9958782,10784570,10814672,9958056,10784565,10814665,9958130,10784573,10814668
57344,10028961,10888747,10920255,10030427,10888747,10920252,10030404,10888749,10920260,10030185,10888742,10920261,10030081,10888738,10920247
58368,10100088,10992914,11025869,10101837,10992898,11025865,10101819,10992901,11025858,10100197,10992915,11025858,10102265,10992905,11025873
59392,10174157,11097094,11131503,10173223,11097088,11131498,10172642,11097086,11131499,10173843,11097087,11131478,10173715,11097083,11131496
60416,10244337,11201264,11237121,10246043,11201264,11237115,10244161,11201260,11237116,10243225,11201256,11237125,10243509,11201259,11237123
61440,10316180,11305444,11342781,10318026,11305450,11342765,10316210,11305451,11342767,10317473,11305456,11342781,10316861,11305457,11342788
62464,10388274,11409613,11448421,10388220,11409621,11448422,10387986,11409618,11448446,10387782,11409634,11448428,10388075,11409634,11448432
63488,10459393,11513797,11554098,10460827,11513798,11554119,10459841,11513799,11554106,10459407,11513794,11554107,10460922,11513796,11554108
64512,10531711,11617966,11659891,10532345,11617976,11659907,10534095,11617978,11659906,10533116,11617981,11659916,10531900,11617969,11659921
