dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
37888,8972835,9246300,9256716,8972814,9246296,9256717,8970262,9246299,9256717,8972480,9246295,9256706,8973074,9246289,9256716
38912,9085179,9395889,9408237,9083753,9395875,9408239,9083530,9395889,9408232,9085780,9395887,9408262,9085428,9395867,9408226
39936,9194001,9545438,9559749,9198624,9545458,9559752,9198690,9545442,9559741,9197201,9545455,9559761,9199882,9545457,9559760
40960,9309753,9694990,9711234,9309299,9694984,9711264,9310551,9695002,9711243,9310311,9695003,9711267,9312734,9694999,9711258
41984,9423758,9844572,9862773,9425073,9844572,9862772,9423413,9844553,9862780,9425704,9844573,9862766,9423513,9844555,9862773
43008,9537405,9994113,10014288,9537860,9994105,10014301,9536975,9994111,10014316,9535935,9994119,10014301,9536747,9994105,10014298
44032,9650203,10143647,10165816,9649482,10143624,10165817,9649524,10143644,10165815,9647451,10143640,10165803,9648440,10143650,10165803
45056,9762498,10293225,10317369,9761818,10293198,10317379,9762474,10293205,10317385,9762603,10293217,10317392,9764045,10293200,10317373
46080,9875006,10442744,10468961,9873802,10442757,10468966,9873896,10442769,10468985,9875413,10442765,10468971,9874826,10442758,10468954
47104,9988158,10592283,10620538,9988067,10592280,10620535,9988546,10592284,10620545,9985786,10592292,10620526,9987127,10592283,10620542
48128,10101381,10741816,10772169,10100741,10741807,10772178,10100068,10741810,10772176,10102116,10741815,10772175,10099869,10741813,10772182
49152,10213714,10891369,10923829,10211456,10891355,10923826,10215179,10891352,10923830,10213074,10891356,10923819,10213039,10891357,10923829
50176,10326925,11040916,11075467,10324418,11040933,11075480,10325974,11040930,11075489,10327601,11040935,11075483,10324632,11040911,11075478
51200,10440084,11190451,11227021,10437737,11190442,11227015,10438185,11190437,11227013,10438482,11190462,11227003,10439532,11190458,11227021
52224,10551705,11339951,11378662,10552120,11339958,11378666,10551781,11339954,11378656,10550784,11339968,11378645,10551568,11339956,11378665
53248,10663951,11489453,11530331,10663914,11489446,11530321,10664019,11489429,11530311,10664306,11489425,11530311,10664948,11489435,11530296
54272,10776306,11638905,11681997,10775872,11638908,11681995,10777743,11638918,11681984,10776426,11638901,11681973,10778354,11638916,11681963
55296,10889876,11788383,11833672,10890139,11788382,11833663,10888183,11788379,11833697,10889494,11788370,11833671,10889975,11788386,11833688
56320,11001827,11937797,11985361,11002919,11937800,11985374,11004155,11937798,11985357,11002395,11937777,11985375,11001731,11937784,11985349
57344,11115665,12087228,12137118,11116613,12087240,12137124,11114134,12087234,12137117,11115890,12087224,12137111,11115029,12087212,12137110
58368,11227431,12236676,12288917,11225569,12236669,12288923,11228834,12236654,12288911,11226358,12236664,12288900,11227961,12236660,12288916
59392,11341518,12386040,12440845,11341103,12386066,12440851,11340253,12386045,12440852,11339119,12386039,12440861,11341529,12386050,12440852
60416,11453492,12535443,12592799,11452565,12535426,12592808,11454559,12535441,12592804,11453329,12535429,12592785,11454753,12535415,12592796
61440,11565828,12684906,12744545,11566844,12684898,12744545,11564510,12684890,12744544,11566885,12684874,12744536,11565584,12684881,12744546
62464,11678856,12834333,12896563,11679705,12834356,12896570,11677725,12834345,12896590,11678899,12834370,12896575,11679964,12834351,12896568
63488,11790667,12983728,13048586,11793362,12983735,13048602,11793478,12983728,13048577,11791745,12983714,13048596,11792093,12983706,13048578
64512,11904983,13133075,13200664,11904472,13133054,13200682,11904904,13133044,13200665,11903701,13133062,13200673,11904362,13133050,13200662
