dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
23552,7662080,7451337,7438876,7659413,7451338,7438866,7658869,7451352,7438876,7660510,7451342,7438869,7659916,7451344,7438862
24576,7731226,7555496,7544345,7733788,7555496,7544347,7733245,7555482,7544341,7733584,7555492,7544345,7730685,7555492,7544340
25600,7804133,7659648,7649814,7805095,7659650,7649828,7806072,7659654,7649830,7804460,7659669,7649829,7804911,7659650,7649821
26624,7875327,7763799,7755282,7876598,7763809,7755288,7876767,7763811,7755266,7876842,7763814,7755281,7876425,7763803,7755278
27648,7947029,7867944,7860715,7947319,7867947,7860717,7948540,7867951,7860727,7949314,7867949,7860719,7950296,7867942,7860715
28672,8019399,7972091,7966162,8020430,7972097,7966165,8019605,7972086,7966170,8021214,7972097,7966172,8019559,7972082,7966164
29696,8090793,8076227,8071600,8092356,8076227,8071617,8092261,8076235,8071618,8092488,8076237,8071618,8091445,8076223,8071618
30720,8163358,8180402,8177102,8164004,8180421,8177102,8164850,8180413,8177117,8163372,8180414,8177099,8163156,8180416,8177101
31744,8233457,8284573,8282561,8236178,8284576,8282571,8234805,8284581,8282561,8237274,8284567,8282560,8235371,8284563,8282560
32768,8308380,8388690,8387992,8307462,8388702,8388001,8305839,8388708,8388002,8308492,8388708,8387991,8306492,8388698,8388004
33792,8380031,8492862,8493456,8379018,8492881,8493477,8378698,8492863,8493469,8381965,8492863,8493478,8378442,8492864,8493476
34816,8451454,8596993,8598909,8452975,8596980,8598890,8450969,8596985,8598909,8450655,8596998,8598908,8451981,8596997,8598893
35840,8521520,8701135,8704356,8524969,8701126,8704346,8521788,8701139,8704349,8523950,8701129,8704355,8523668,8701131,8704341
36864,8594803,8805288,8809819,8595021,8805276,8809820,8593775,8805291,8809824,8594197,8805291,8809818,8596131,8805272,8809814
37888,8667063,8909423,8915283,8668641,8909425,8915261,8669029,8909429,8915269,8669885,8909433,8915269,8665542,8909416,8915265
38912,8739145,9013563,9020745,8739076,9013595,9020731,8740225,9013575,9020741,8741048,9013585,9020744,8739569,9013587,9020750
39936,8810765,9117717,9126210,8811506,9117719,9126202,8812269,9117716,9126190,8810551,9117715,9126203,8810922,9117724,9126211
40960,8882630,9221858,9231664,8883320,9221849,9231667,8883097,9221852,9231666,8880311,9221856,9231665,8882342,9221853,9231670
41984,8954706,9326001,9337137,8954313,9326003,9337146,8955484,9326005,9337139,8955177,9326001,9337138,8952946,9326014,9337153
43008,9026049,9430147,9442615,9026792,9430153,9442612,9026257,9430149,9442626,9027710,9430156,9442622,9026080,9430152,9442604
44032,9099862,9534308,9548121,9097653,9534312,9548104,9098448,9534307,9548117,9097890,9534313,9548112,9099849,9534312,9548129
45056,9169630,9638450,9653595,9170414,9638444,9653604,9170437,9638449,9653603,9170920,9638457,9653599,9171066,9638460,9653601
46080,9241760,9742592,9759128,9242867,9742597,9759115,9243625,9742597,9759119,9243466,9742594,9759117,9242451,9742592,9759122
47104,9313168,9846734,9864623,9312837,9846736,9864626,9316406,9846747,9864643,9313565,9846741,9864633,9315194,9846741,9864626
48128,9385893,9950884,9970126,9386223,9950883,9970119,9386228,9950884,9970133,9386669,9950879,9970131,9386789,9950886,9970135
49152,9456643,10055022,10075638,9458926,10055015,10075644,9459704,10055036,10075636,9457503,10055018,10075637,9457793,10055041,10075642
50176,9530753,10159142,10181078,9530137,10159141,10181079,9530914,10159152,10181072,9530025,10159144,10181090,9531654,10159152,10181071
51200,9602156,10263323,10286619,9601850,10263330,10286627,9602745,10263328,10286608,9603771,10263315,10286623,9601774,10263325,10286620
52224,9675825,10367457,10392150,9674894,10367465,10392142,9676228,10367465,10392151,9674108,10367475,10392143,9675734,10367464,10392146
53248,9745473,10471603,10497675,9746395,10471605,10497689,9746583,10471622,10497678,9746326,10471617,10497683,9748566,10471611,10497681
54272,9817881,10575754,10603207,9818828,10575745,10603221,9818567,10575753,10603220,9819317,10575748,10603216,9819181,10575748,10603218
55296,9889866,10679886,10708765,9889343,10679885,10708762,9890421,10679878,10708756,9891416,10679887,10708763,9890853,10679876,10708762
56320,9962306,10784030,10814326,9961396,10784030,10814333,9962081,10784027,10814330,9960739,10784034,10814329,9964294,10784033,10814316
57344,10034296,10888170,10919881,10034676,10888167,10919879,10033878,10888164,10919884,10033348,10888159,10919887,10036143,10888171,10919896
58368,10105805,10992316,11025484,10105423,10992316,11025480,10106228,10992310,11025484,10104312,10992312,11025479,10106494,10992318,11025480
59392,10179068,11096465,11131080,10177964,11096467,11131076,10177840,11096463,11131069,10180035,11096465,11131075,10177624,11096471,11131086
60416,10251624,11200588,11236667,10251973,11200594,11236670,10250587,11200592,11236669,10250660,11200600,11236664,10250292,11200595,11236651
61440,10320658,11304718,11342271,10321966,11304726,11342263,10322450,11304722,11342286,10322545,11304726,11342273,10321875,11304734,11342275
62464,10395128,11408890,11447920,10394190,11408893,11447925,10394313,11408892,11447905,10394619,11408882,11447918,10395298,11408896,11447906
63488,10466244,11513059,11553585,10466083,11513048,11553590,10465970,11513051,11553574,10468068,11513048,11553586,10466103,11513049,11553593
64512,10539480,11617196,11659245,10537219,11617190,11659247,10537457,11617200,11659251,10539402,11617194,11659251,10538227,11617189,11659253
