dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
28672,7970271,7900725,7893877,7969893,7900710,7893862,7968821,7900712,7893872,7971461,7900707,7893859,7971566,7900714,7893892
29696,8073974,8050270,8045315,8073021,8050256,8045313,8074010,8050290,8045318,8074592,8050281,8045323,8072501,8050276,8045327
30720,8176052,8199785,8196705,8177781,8199788,8196693,8178971,8199787,8196719,8176640,8199797,8196706,8176517,8199787,8196699
31744,8280537,8349307,8348106,8278834,8349304,8348113,8280138,8349318,8348115,8280880,8349307,8348110,8279976,8349295,8348122
32768,8384783,8498809,8499492,8384705,8498832,8499496,8385160,8498817,8499491,8381724,8498814,8499492,8382816,8498830,8499505
33792,8488830,8648360,8650923,8485591,8648349,8650916,8486093,8648351,8650923,8488072,8648334,8650900,8486641,8648349,8650918
34816,8588252,8797893,8802370,8588986,8797906,8802349,8589359,8797902,8802350,8589806,8797910,8802350,8591257,8797900,8802346
35840,8693493,8947424,8953792,8693166,8947436,8953778,8693865,8947456,8953797,8695375,8947431,8953797,8693844,8947442,8953780
36864,8796809,9097032,9105274,8796973,9097061,9105286,8798783,9097047,9105304,8798204,9097065,9105287,8798192,9097058,9105296
37888,8900229,9246575,9256725,8901089,9246575,9256727,8901519,9246578,9256737,8901706,9246592,9256715,8900446,9246586,9256728
38912,9002692,9396078,9408162,9003225,9396099,9408149,9003616,9396099,9408154,9004465,9396090,9408162,9002607,9396091,9408160
39936,9108049,9545632,9559615,9107378,9545668,9559611,9107161,9545654,9559627,9106614,9545642,9559629,9107183,9545658,9559623
40960,9211116,9695157,9711085,9208910,9695164,9711062,9210121,9695138,9711056,9209852,9695161,9711069,9211343,9695149,9711065
41984,9314361,9844692,9862563,9315104,9844710,9862541,9313651,9844710,9862544,9313737,9844712,9862550,9313204,9844686,9862558
43008,9414780,9994242,10014057,9417134,9994256,10014032,9416642,9994244,10014036,9416470,9994241,10014043,9416608,9994251,10014037
44032,9520576,10143738,10165522,9520784,10143747,10165509,9520366,10143780,10165520,9520091,10143764,10165529,9519735,10143777,10165518
45056,9624570,10293300,10317040,9623783,10293294,10317045,9622578,10293289,10317035,9623269,10293298,10317048,9622302,10293288,10317023
46080,9726321,10442844,10468581,9725492,10442834,10468558,9726267,10442843,10468588,9726512,10442849,10468579,9727319,10442855,10468566
47104,9831655,10592344,10620096,9829524,10592372,10620101,9829567,10592346,10620080,9829688,10592349,10620094,9830260,10592335,10620090
48128,9933432,10741884,10771645,9934347,10741872,10771657,9932870,10741876,10771675,9933491,10741872,10771639,9932950,10741856,10771660
49152,10035033,10891373,10923295,10036532,10891347,10923286,10036926,10891359,10923260,10036205,10891353,10923280,10035311,10891373,10923284
50176,10141612,11040919,11074921,10139994,11040907,11074932,10140765,11040903,11074933,10141166,11040926,11074933,10138779,11040918,11074937
51200,10243599,11190415,11226516,10245839,11190411,11226497,10243371,11190429,11226522,10243379,11190411,11226524,10242120,11190439,11226519
52224,10345679,11339945,11378029,10347791,11339929,11378050,10345393,11339931,11378037,10347076,11339929,11378037,10346350,11339934,11378032
53248,10449655,11489424,11529685,10450141,11489430,11529679,10449976,11489442,11529679,10449859,11489425,11529667,10450963,11489421,11529668
54272,10552433,11638849,11681294,10551439,11638862,11681297,10553842,11638877,11681309,10553526,11638870,11681308,10553628,11638889,11681322
55296,10656353,11788326,11832962,10656426,11788318,11832973,10658019,11788312,11832961,10655493,11788311,11832960,10654241,11788301,11832971
56320,10760725,11937770,11984670,10759136,11937770,11984639,10759649,11937781,11984666,10760187,11937758,11984672,10760031,11937764,11984670
57344,10863970,12087179,12136345,10861864,12087175,12136360,10862139,12087186,12136353,10864186,12087160,12136346,10864846,12087162,12136340
58368,10968143,12236577,12288105,10965443,12236580,12288121,10968024,12236593,12288103,10966467,12236590,12288103,10968400,12236562,12288096
59392,11070035,12385967,12439863,11069961,12385970,12439877,11069116,12385951,12439867,11070262,12385950,12439863,11069221,12385953,12439863
60416,11175458,12535321,12591847,11174858,12535323,12591839,11174051,12535318,12591839,11171261,12535321,12591840,11172861,12535303,12591823
61440,11276803,12684678,12743807,11279626,12684683,12743801,11277282,12684654,12743770,11277950,12684645,12743767,11277275,12684647,12743770
62464,11380448,12834041,12895488,11379764,12834070,12895480,11379659,12834071,12895474,11379607,12834058,12895470,11380285,12834039,12895487
63488,11483217,12983460,13047537,11483493,12983443,13047515,11482800,12983465,13047505,11483744,12983447,13047522,11484108,12983455,13047486
64512,11587628,13132805,13199573,11587879,13132792,13199561,11586362,13132786,13199570,11585815,13132790,13199576,11587615,13132775,13199562
